cmtid,ctime,author_username,comment,rating_star
"5983084336","1631607893","sudemistore","Kemasan:rapi dan bagus. Ketahanan:first inpression sich kayanya wanginya tahan lama. Wangi:wangi kaya aku kenal ya. . Paket diterima dlm keadaan sesuai foto, terus langsung aku buka dan semprotkan, ternyata wanginya kaya aku kenal, wanginya kaya handbody scarlett yg charming ...","4"
"6573733099","1636795482","g*****a","Kemasan:elegan. Ketahanan:ekspektasi 8 jam . Wangi:woody nya kerasa. . paket sampai dengan selamat~ pengemasan aman bubble wrap tebal & tidak tumpah, kemasan baru nya elegan, wanginya unik, woody tapi ada hint baccarat nya gitu kalo dari jauh, tp lebih kerasa woody nya sih, next mau nyoba varian lain, thanks seller✨💗","4"
"9407495463","1661740773","p*****0","Tekstur:wangi. Performa:mantap. Cocok Untuk:di segala macam aktivitas. . Baru pertamakali nyobain parfum onix gara2 ngeliat member jkt48 pake varian ini. Wangi banget, soft dan kalem. Packing super aman, bubblewrap tebal. Terimakasih banyak 🥰🙏🏻","5"
"7432404364","1644320050","r*****n","Wangi:segar. Ketahanan:6-7 jam. Kemasan:unik. . Ini yg ke 2x nya order senoparty. Mau yg fwb tapi habiiiis 😩. Cinta bgttttt sama wanginya senoparty& fwb. Terbaiiiik 👍🏻🖤","5"
"7678224801","1646610158","p*****_","Wangi:ternyata bukan wangi yg aku expect bakal suka. Ketahanan:di aku gak tahan lama (sperti klaimnya). Kemasan:nice. . Sebenernya mau beli parfume ini tu ragu bgt sumpah, Krn review nya yg segitu hype nya jd bikin expectasi aku terlalu tinggi sama si onix, terutama varian senoparty. Aku kira ini adalah wangi yg aku cari dan suka, ternyata prtma sniff loh kok gini wangi nya. Which is not bad, cuma not my style.","5"
"4160332749","1614322759","","Kemasan:rapih. Ketahanan:up to 8+ hours. Wangi:Unisex (maskulin + feminine). . Setelah pesan bundling Mexicola + FWB dan kali ini senoparty, menurutku the best of all adalah si Mexicola. Senoparty wanginya mirip parfum sejuta umat yang lagi booming tapi tetep ada yang membedakan, Maskulin scent. Dia seimbang wangi maskulin & feminine nya nya imho. Keep a great work!","5"
"6372639305","1634932081","tiarafazreen","Kemasan:good. Ketahanan:4-5 jam. Wangi:floral & a little bit herbal. . ini parfume lokal bagus bgt dan worth the price, i really love it! But unfortunately.. This is not the fragrance I was looking for and not my type, so i will preloved this (with new condition and not usef at all). if u get interested pls check my shopee","5"
"6869562250","1639245603","crfifi29","Kemasan:elegan dan menarik 😍. Ketahanan:ruangan berAC 5-6 jam 😁. Wangi:seperti permen karet yg mau dimakan (kata temen ku) manis 🤭. . pembelian ke 2 setelah varian FWB yg dibeli pertama kali (segar karena wangi citrus) dan teman2 ku suka serta penasaran dengan brand nya 😉. . hari ini order varian selanjutnya, yaitu mexicola 🤭. . thanks a lot onix yg membuat ku pede 😊🙏🏻❤️. very recommended ! 😁","5"
"4578181831","1618821900","fyudistira","Kemasan:Boks menambah kesan premium. . Ketahanan:Tahan lama. . Wangi:Manis ala2 baccarat, bukan wangi baru yg ngasih kita kejutan. Tapi suka . . Barang diterima dengan baik, packing rapi super aman dengan bublewrap berlapis, kecepatan pengiriman juga baik. Gak sabar nyoba serie lain lnya juga, tapi susah dapetnya karna limited stock tiap rilis 😂","5"
"7663600333","1646475491","gaulrahma12","Wangi:keknya lebih cocok buat laki"" sih wanginya. Ketahanan:belum tau. Kemasan:bagus","5"
"6428812763","1635461150","eyikk","Kemasan:bagus, rapi. Ketahanan:pagi-sore masih kecium. Wangi:kayak baccarat. . Pembelian kedua u/suami. Dia suka wanginya krn.tahan lama. Seller ramah, packing time, pengiriman gercep, kemasan aman. Botolnya baru, entah kuantitas isinya masih sama dg botol lama atau enggak.","5"
"9965521938","1667466853","a*****a","Tekstur:so far baunya enak setelah di semprot. Performa:6-7 jam. . baunya bingung deksripsiiinya ada sweet, ada bau coffe ada bau rempah juga makin lama baunya makin enakk","4"
"8628347247","1654830386","zhramila09","Wangi:fresh manis. Ketahanan:baru pertama beli. Kemasan:sangat rapih, aman. . Sudah sampai parfume nya kak terimakasiiii packing nya pun aman sekali & kurir nya ramah .🤗","5"
"6487803042","1636025902","evo__chris","Kemasan:kemasan botol kaca baru. Ketahanan:Belum dicoba seharian. Wangi:Manly mewah. . Akhirnya dapet yang Senoparty ini juga dengan kemasan yang baru, wanginya manly gitu, cowok banget. Semoga tahan lama ya, thank you Onix dan shopee 🥰🥰🥰","5"
"5127623562","1624069039","eyikk","Kemasan:ringkas . Ketahanan:suami pake dari pagi. pulang kantor rada malem, wanginya masih kecium. Wangi:mirip baccarat. . Packing butuh waktu, pengiriman aman.. packing aman, barang aman, no cacat, no bocor. Semua oke. Cuma pengen Onix keluarin tester aja, biar gak penasaran wangi2 lainnya.","5"
"3177912743","1602599388","","Baru kali inii beli parfum online,Fiks Iniii Parfum 2 2 nya rekomendasi banget buat cowok yg cool masuk , elgant juga masuk, Fwb Manis Senoparty juga bagus , Fiksss Onixx the best brand parfum local🔥👍🏻👍🏻👍🏻👍🏻  Fwb Senoparty Joss ,auto langganan nih ","5"
"5976467465","1631555259","a*****y","Kemasan:rapih cantik. Ketahanan:6 jam. Wangi:enak bgt kaya bacarat ama scarlett yg charming. . demi apapun akhirnya gua beli senoparty mana lg diskon ktnya last stok(?) HAHAHA suka bet wanginya aduh 🥵💗","5"
"5969611190","1631521230","r*****d","Kemasan:sangat bagus. Ketahanan:cukup lama. Wangi:baunya cukup kuat tapi terasa ringan. . Wanginya enak dan cukup tahan lama. Pengemasan bagus dan safety. Pengiriman cukup cepat untuk ukuran luar Pulau Jawa.","5"
"4405261641","1617014515","h*****e","Kemasan:simple. Ketahanan:lumayan tahan lama -+5 jam. Wangi:mirip baccarat banget. . thank you onix sudah buat parfum yang enaken wkwk pokoknya harus secepatnya restock fwb yaa karena mau coba wanginya yang katanya lebih cocok untuk cewe, pengemasan nya oke banget safety, boxnya baguss ","5"
"8943130299","1657598956","eyikk","Seller gercep bgt. Ekspedisi juga cepet. Packing aman, barang aman, no cacat, sesuai order. Suami suka pake ini krn.wanginya tahan cukup lama. IMHO wanginya kayak baccarat","5"
"5280593089","1625490535","t*****a","Kemasan:simple dan elegant. Ketahanan:4 sd 6 jam. Wangi:wangi nya enak bangeett, wangi dasar woody yg nenangin . . Jujur sbg pengguna parfum lokal pertama kali buat aku ga kapok utk beli lagi. Penasaran sama yg FWB. Adminnya sangat ramaahhh… minta bubble wrap ditebelin bener2 tebel banget lho, jdi pengirimannya aman banget dan yg pasti sehari barang nyampe. suka sukaaa","5"
"10246385026","1670400823","robby_andrian78","Cocok Untuk:outdoor. Tekstur:cair. Performa:wangi kalem. . Kurang nya agak banyak hmm","5"
"9229572258","1660189046","mfadhilrizky_","Tekstur:lembut dan wangi. Performa:lumayan. Cocok Untuk:semua. . Barangnya sudah sampai sesuai dengan deskripsi dan foto, untuk kecepatan pengirimannya  cepat sebelum tanggal estimasi barangnya sudah sampai, untuk barangnya tidak ada yang rusak atau bocor aman,dan wangi nya enak banget the best lah pokoknya mah","5"
"7393927440","1643960394","aldalfath_","Wangi:wanginya kaya baccarat. Ketahanan:dipake dari pagi masih okee. Kemasan:kemasannya  keren banget sihh ini. . Udahlama bangettt ngincer ini dann akhirnya dapet jugaa wkwkwk, secintaaa itu pokoknyaaa","5"
"4978756270","1622810543","rararahayu477","Kemasan:9,5/10. Ketahanan:8/10. Wangi:first impressionnya persis bgt sm handbody scarlet yg charming . . ketemu di tiktok liat nama parfumnya yang unik langsung tertarik buat kado kakak + ternyata dapet wangi yg dicari cari bgt sm kakak, pengirimannya juga cepet bgt cuman sehari, thanks buat seller yg cepet bgt restock senoparty, jumat request mau senoparty dan ternyata rabu restock, senanggggggggggggg","5"
"6192931261","1633492562","danrishirazy1_","Kemasan:rapih, aman banget pake bubblewarp. Ketahanan:kurang tau belum dipake seharian. Wangi:wanginy menurut aku soft gitu. . Nyampe barangnya cepet banget, br kemaren pesen eh besoknya udah nyampe aja. Overall semuany GOOD","5"
"7427980225","1644290546","y*****i","Wangi:enak, kalem, lembut. Ketahanan:6-8 jam. Kemasan:rapih, double wrap. . Baru ini beli parfum lokal, ternyata lebih dari ekspektasi, next order lagi di varian yang berbeda, Terima kasih onix.id","5"
"3360022511","1605093363","q*****e","Suka bgt sma wangi nya. Love bgt. Psanan super cepet dan dterima dlm keadaan baik packing super rapih bble wrapny tebel bgt ga nanggung. Sller ramah responsif bgt. ","5"
"6800490079","1638617173","g*****r","Kemasan:aestetik banget. Ketahanan:belum d coba. Wangi:enak sih keliatan mewah. . Semoga aja cocok tapi dinilai dari wangi masih bingung buat cowok apa cewek wkwk gak tau emang cocok buat unisex","5"
"6303684868","1634364727","akbarmuln","Kemasan:menarik kaya parfum mahal. Ketahanan:ekspetasi bakal long lasting 7-9 jam. Wangi: tipikal wangi fresh segerr. . Admin nya baik banget respon cepet mau nurut apa kata konsumen wkwk makasih min. mana dapet tester wangi mexico dimana itu lebih enak dari senoparty😭😭😭 next time bakal nyobain varian lain terutama mexico. recomended harga 100rban berasa parfum mahal🤘🏻💯","5"
"5861632136","1630582220","a*****a","Kemasan:eksklusif, rapi, pengemasan super aman. Ketahanan:tahan lama . Wangi:enak banget sesuai ekspektasi dan tahan lama juga. . cepet banget datengnya cek ot tgl 1 siang tgl 2 ba'da maghrib dah sampai. gatau si emang normalnya kalo pengiriman bekasi-sby emg segitu intinya datengnya cepet lah","5"
"5206455101","1624795671","puputlesta_ri","Kemasan:bagus, rapi, terniat, bubble wrap berlapis. Ketahanan:baru coba ini 10 menitan wangi bgt. Wangi:banget, wangi mahal, berasa lagi di mall gitu deh. bener kek namanya cocok buat party. . Pengiriman cepet banget cuma sehari dah sampe. Thx onix.","5"
"7365000227","1643628407","ezzadm","Wangi:juos. Ketahanan:6-8 jam. Kemasan:aman.. tapi tumben gak dapet thanks card nya","5"
"5227725134","1624988633","muhammadfazris","Kemasan:premium. Ketahanan:masih dicoba. Wangi:enak. . Baru pertama kali nyobain ini parfume.beli karna racun dari twitter..krn penasaran banyak yg bilang bau nya enak..pas dicoba emang bau nya cocok diaku,gak bgtu strong dan gak terlalu soft juga..klo awetny msh dicoba jd blm tau bneran atau gak.. Next mau coba yg Fwb,krn katany bau nya lebih enak lagi.","5"
"4191289006","1614689653","s*****a","Kemasan:safety 💯 simple but elegant. Ketahanan:outdoor 2-3 jam. Wangi:like a baccarat, tapi ini versi enak gk ganggu idung dengan versi baccarat yg biasa dicium eneg wkwk. . Kualitas produk sangat baik. Produk original. Harga produk sangat baik. Kecepatan pengiriman sangat baik. Respon penjual sangat baik.Kualitas produk sangat baik. Produk original. Harga produk sangat baik. Kecepatan pengiriman sangat baik. Respon penjual sangat baik.","5"
"6931323383","1639663737","dewinurhr25","Wangi:aku suka 11/12 lah ya sama yg fwb. Ketahanan:awet banget sumpah 😭. Kemasan:bagus. . Next bakal nyobain varian onix yg lainnya 🥰 thank you onix.id , abang kurir and Shopee ❤️","5"
"3368601203","1605186689","rtyuut","1. Pengiriman sangat cepat. Pesan tanggal 11 November 2020, sampainya tanggal 12 November 2020. Cuma sehari bund, gacor parah. 2. Wangi parfumenya mirip sama parfume baccarat. Setelah ditelusuri, notes yang dimiliki baccarat sama senoparty ini hampir sama. . 3. Pengemasan aman banget. Bubble nya tebal","5"
"7703494913","1646805665","y*****m","Wangi:tahan lama. Ketahanan:6-8 jam. Kemasan:bagus banget. . Aku udah kali beli disini, pokoknya onix.id terbaaaiikkkkk 👍🏻👍🏻👍🏻","5"
"4994591583","1622970113","errizqahabibah","Kemasan:baguss banget. Ketahanan:tahan lama. Wangi:tidak tau. . Baunya enak tp kyaknya gk asing, pikirku baunya bakal gk disangka2. Tp aku suka meskipun lebih cocok ke cwok sih ini","5"
"4214416960","1614924145","t*****a","Kemasan:Exclusive. Ketahanan:Lumayan tahan lama sampai plg kerja msh suegeerr. Wangi:Pertama tajem lama kelamaan sweet menggoda. . Recomended banget guys buat yang lg nyari kado yg murah tp g murahan .... Thanks ONIX,bakalan nyoba variant  lain lg nie","5"
"11058033553","1679470486","g*****i","Tekstur:cair. Performa:wangi. Cocok Untuk:pri. . Ini nga tau deh sudah botol keberapa. Cocok sama wanginya, cocok sama harganya, awet, sampe bsk nya pun baju kotor pas mau di cuci masih kecium aroma wanginya. Wangi nya seksi","5"
"7362936523","1643609747","adamrakaadhitya","Wangi:Selalu sukses bikin jatuh cinta. Ketahanan:Lama bangeeeeet. Kemasan:Makin keren dan semoga tetep konsisten jangan ganti lagi yaa bentuknya 😅. . Saya beli dari dulu, dari yang masih kecil dan kotak, yang box nya kayak hp, beli juga yang zodiak, dan kebetulan pas ultah jadi dikasih hadiah juga cemilan gitu, dan sampe sekarang beli ini lagi. Tengkyuuuuu Onix. Selalu suka sama Senoparty dam FWB.","5"
"8947872624","1657624611","t*****_","Cocok Untuk:sehari hari dan acara. Tekstur:cair. Performa:baik. . Wanginya sesuai sekali sama deskripsi ada wangi amber nya sangat sesuai dengan yg aku ekspektasikan, wanginya awet banget walaupun dicuci tangannya tetep gak ilang, sebagus itu dan sangat worth to buy banget. Wanginya mewah, unisex banget buat cewe maupun cowo. Best lah","5"
"6560617563","1636699702","r*****i","Kemasan:good. Ketahanan:baru coba yang senoparty. Wangi:wangi nya sama sama enak sama mexicola. . Wanginya sama sama enak sama yang mexicola semoga yang ini tahan lama jugaa good kemasannya","5"
"3126405978","1601898224","tbyatul","Proses pengirimanya cepat dan packagingnya juga rapih,aman banget. Parfume nya fresh, wangi dan tahan lama.. Saran: kurir pengirimanya perbanyak, ninja misalkan soalnya di beberapa daerah terpencil, cuma ninja expres yg dianter sampai rumah","5"
"3341219537","1604852152","_*****_","Pengiriman cepat dan aman, bubblewrap juga tebel banget, sehingga pas nyampe keadaannya masih utuh tanpa pecah atau tumpah.. Baunya enak dan agak manly, tbh not my cup of tea tapi masih acceptable dan bisa digunakan selang seling sama parfum lama saya 😀","5"
"3579737577","1607663465","ayudeasypratiwi","Parfumnya sweet banget. Tahan lama say! Sensasi dingin sewaktu disemprot. Dan parfumnya juga bisa tercium dijarak 1 sampe 2 meteran. Campur keringat astaga wanginya tambah sweet. Pasti akan ku beli lagi! Barang ori dan sellernya ramah. Rekomendasi parfum dan toko ❤️ Thank you seller!","5"
"7413148556","1644140938","g*****3","Wangi:wanginya enak banget, vanilla nya kerasa. Ketahanan:8 jam maybe. Kemasan:botol kaca aman. . Sekali semprot langsung kerasa wangi vanilla nya, baru nyoba produk onix, sellernya superb ramah","5"
"8842690712","1656732468","a*****_","barang mendarat dengan packing yg aman, untuk produk baunya segar dam wanginya bertahan lama.","5"
"4473660286","1617778028","whitelily140902","Kemasan:kereeennn . Ketahanan:awetttt dipake seharian. Wangi:seksiiii bangettt. . Baru pertama x order dan ini bwt kado ultah misua...pas barang dtg ga nyangka kemasannya keren bangetttt dan pas coba semprot wanginya sedikitttt duuuhhh...bikin jadi gmn gtu...😍😄","5"
"6061064567","1632236920","l*****f","Kemasan:elegan. Ketahanan:tahan lama. Wangi:wangi khas onix banget. . Nyobain yg senoparty setelah sebelumnya nyoba fwb. Untuk wanginya aku lebih suka yg fwb☺️. Pengirimannya cepet banget. Pesan hari ini, besok langsung sampe👍🏻👍🏻","5"
"6113799780","1632741583","r*****r","Kemasan:kemasan baru kualitas baru. Ketahanan:awet. Wangi:strong diawal soft diakhir mantep. . pengen beli tiga tiganya tapi apadaya dompet tidak bersahabat akhirnya nyoba satu dulu dan tidak mengecewakan. bakal jadi langganan baru. paket pun dikemas dengan sangat aman. sukses terus onix id!","5"
"7577496036","1645682004","c*****e","Wangi:seger banget gak terlalu masculine cocok untuk cewek juga. Ketahanan:lama banget abis dicuci pun tetep wangi wou. Kemasan:mewah banget sampe gue pajang dan ga dibuang","5"
"4570670020","1618735991","aisha333","Kemasan:rapi. Ketahanan:belum tau si berapa jam tapi sukaaaaa. Wangi:enak bangettttttt. . Enak banget wanginya, tadinya nunggu yang fwb tapi gak kebagian order yang senoparty ya ampun wangiiiiinya oke pisaaaan langsung sarangheo deh pokonya luvvvvvv ,🥰🥰🥰🥰🥰🥰🥰🥰🥰","5"
"3307189135","1604391537","s*****a","Kualitas barang bagus, aman gk tumpah, packaging di bubblewrap tebel 👍, sesuai dengan testimoni, wanginya mirip baccarat, pesen tgl 31 Okt minggu, sampai hari selasa tgl 3 Nov. Respon penjual sangat baik. Semoga sesuai dengan testimoni, awet wanginya. Sukses terus produk lokal 👍","5"
"4171419751","1614448258","achmadimunarrizki","Kemasan:box exclusive cocok buat kado org2 terkasih nih. Ketahanan:dari pagi semprot 2-3x masih awet sampe malam wanginya. Wangi:mantep wanginya enak, manly banget ga nyesel beli 3 botol langsung padahal baru pertama coba. . Ga nyesel beli 3 botol senoparty padahal baru pertama coba tp yakin aja bakal enak nih parfum ternyata bener wanginya manly, soft, casual, confidence kyk exmud yg mau berangkat meeting bareng klien trus pulangnya hangout sama tmn2 sekantornya sampe mlm msh on terus. Bakal repeat order nnti thx onix","5"
"8457621331","1653314296","a*****i","Wangi:manis. Ketahanan:6 jam. Kemasan:botol kaca, box kyk jam tangan. . Nyobain si senoparty krn penasaran bgt.. Wangi awal semprot bener sih kayak lagi di rumah sakit baunya wkwk. Tapi sebenernya klo ditunggu lama kelamaan jd manis gitu wanginya. . So far so good, tp ttp gabisa berpaling dari mexicola sih :)","5"
"3390555370","1605420226","siscaramayanti","Penasaran beli yg ini karna review nya katanya mirip baccarat, dan ternyata benar! hahaha senang sekali.. Dari segi packing aman banget mulai dari kotaknya trus di bubble wrap tebel. Dari pengemasan dan pengirimannya cepet, kemaren pagi pesen - sorenya dikirim - siang ini sampe.. Thank you! 😁🙏","5"
"3555990453","1607388754","tabitamangunsong","Barangnya original, harga murah, pengiriman cepat. terimakasih Shopee, terimakasih seller dan terimakasih untuk para kurir.. semoga Kita sehat selalu dan dijauhkan Dr segala macam virus.. Cepat sembuh Indonesiaku.. Love ya! ❤️","5"
"4181103312","1614584666","m*****_","Kemasan:packing oke . Ketahanan:blm di coba. Wangi:aroma familiar. . Ekspektasi gua agak sedikit ketinggian kayanya. Ternyata baunya hampir persis kaya parfum baccarat kw beli di shopee yg harganya 25rban. Kalo bisa pengiriman jngn cuma sicepat, karna lamaaa","3"
"6744165585","1638107123","s*****d","Kemasan:kaca. Ketahanan:tahan lama. Wangi:bacarat. . Beli ke2 kalinya, wanginya enak, awetnya lumayan lama juga, kadang sampe sore masi kecium wanginya","5"
"7377044464","1643779394","crizhal025","Wangi:kalem banget wanginya seger. Ketahanan:super tahan lama aku make dihodie 3hari baunya masih ada. Kemasan:rabi banget aman pokoknya. . Ayok siapa yang binggung cari” parfum yang wanginya kalem yang tahan lama cepetam check out sebelum kehabisan percaya deh wanginya super enak 🥰🥰🥰🥰🥰 sellernya juga ramah banget komplit pokoknya","5"
"7637148250","1646270203","a*****5","Ketahanan:tahan 4 hari - 1 minggu an. Kemasan:kemasan bagus, kuat, gaada minus,. Wangi:wanginya seger, dipake luar ruangan atau dalem ruangan cocok","5"
"15774334505","1720509776","nagadira","Aroma:harum. Durabilitas:rekomen. Tekstur:lembut. . Terimakasih kasih kak orderan sudah datang lengkap sesuai pesanan pengepakan rapi kualitas barang bagus pengiriman cepat harga murah pass 7.7 hehehehe discount gede banget laris manis kak","5"
"6163340970","1633187027","watiherlina09","Baguss banget aromanya trus kemasannya jg mewah banget kelihatan mahal gitu mana cepat lg kemas sma pengirimannya makasiech buat semuanya ya senank dech belanja disini","5"
"32618963353","1741675664","s*****9","Aroma:memiliki aroma yang harum dan segar.. Durabilitas:wanginya tahan lama, apalagi dipakai indoor.. Tekstur:seperti nyemprot alkohol kesannya, tapi setelahnya wangi baru muncul dan menyegarkan. . Penjual sangat responsif dan pengirimnya juga cepat. Pengemasan produk juga safety, jadi barang diterima dengan baik tanpa rusak 👍🏽","5"
"4161083395","1614328697","ardiansitompul.","Kemasan:cakep. Ketahanan:belum nyoba. Wangi:aromanya soft. . barangnya gokil, ude lu pada beli dah kalo mau wangi. kalo engga ya gpp, ngurangin yang make aroma ini 😁","5"
"7552882849","1645446200","y*****8","Wangi:elegan. Ketahanan:belum tahu. Kemasan:oke bgt. . Asli ini enak pol baunya suka pokoknya next mau beli yg lain. Jadi baunya tuh hampir kyk baccarat tp ada sensasi segernya enak deh pokoknya cobain aja gak usah ragu kalo lagi ada stok langsung cek out😄😘😘","5"
"13937885763","1705720738","ngrdiecast","sip alhamdulillah udah datang. seperti biasa bubblewrap tebal. harum tetep joss. pembelian gatau yg keberapakalinya ini wkwk. udh nyoba mexicola, fwb, scorpio semuanya mantepp dah 🔥. . dijaga kualitasnya, thanks seller 👍","5"
"7388409656","1643894521","r*****1","Wangi:wangiiiiiiiiiii banget gila kaya orang kaya wangi nya hahaha the best deh. Ketahanan:tahan lama kaya nya. Kemasan:bagus bgt. . Wangi holang kayah , beli ini karna keracunan tiktok dilah ternyata gini yah wangi2 org dugem wkwkwk gokil","5"
"8141281393","1650529474","aland.gani","Wangi:luar biasa. Ketahanan:lamaaaa kaya hubungan bapak gue sama mak tiri gue. Kemasan:gilaaaa siihh ini buble wrapnya berlapis-lapis krn sebelumnya gue infoin klo pengirimannya di ambon","5"
"4414360378","1617112560","monanutriansi75","Kemasan:sangat rapi,aman, n eksklusif bubble wrapnya jg tebel . Ketahanan:tahan lama dan awet baunya. Wangi:wangi nya enaaakk.. wangi parfum yg aku cari2 selama ini. . wanna purchase this anymore😍","5"
"6777222474","1638417500","","Proses kemasan cepat jadi kurir juga cepat sampai, wangi lumayan menurut saya, tapi bagus kata kakak saya krn emang buat kado dia hehehe katanya kalo cewe ibarat wanita karir yg strong personal kalo dipake, barang sampai dengan kondisi yg baik, seller responsif.. Mantap👍 sukses selalu yaa","5"
"4202380105","1614813058","a*****0","Udah sampek alhamdulillah🙏. Akhirnya sekian lama nunggu dia restock akhir ku check out juga wkw. Barang pas datang mulus,aman,gak ada yang minus bocor ataupun apa.. Gilak baunya awet banget,kemarin dikerjaan tak semprot.sampek sekarang bangun tidur masih ada baunya.. Terimakasih banyak admin dan kurir❤","5"
"9917446228","1666885592","r*****r","Performa:awet hampir 10 jam. Cocok Untuk:siang dan malam. . Paket telah diterina dengan selamat","5"
"7372988587","1643724547","cynthia.sihotang20","Wangi:wanginya itu mirip baccarat rouge. Ketahanan:lumayan tahan lama 4-5jam. Kemasan:elegan bangett!. . Aaaa sukaaa bangett udah lama penasaran banget terus sempat ragu mau beli yang wangi mana ternyata pilihan tepat sejak pertama kali padahal ga kebayang sama sekali wanginya kayak gimana😂 aaaa sukaaaa bangetttt❣️","5"
"3595966758","1607842760","dllnvttttt","packaging aman bgttt, bubble wrap nya dikasi tebel jd ga takut bocor di ekspedisi, parfum nya suka bgt huhu bsk bsk pen repurchase yg fwb xixi makasi mbaa, jangan naikin harga yaaaa kalau discount boleh xixi","5"
"4885609678","1621856885","sovianaviia","Kemasan:Rapih, buble wrap super tebal. Ketahanan:3-4 jam. Wangi:Love it, pas awal banyak yang bilang mirip betadine, tapi ketika sudah menyatu dengan kulit suka. . Thank you seller akhirnya kebagian wangi ini. Pas restock ngga mikir panjang untuk check out. Banyak yang bilang wangi ini untuk cowok, tapi menurut aku untuk cewek juga cocok. Balik lagi gimana selera. Penasaran sama wangi yang lain.. ","5"
"3538382609","1607148930","olvriayumelu","Terima kasih... Barang sudah saya terima. Pengemasan nya oke... Bubble wrapnya tebal... Terbungkus rapi dan kuat. Isinya aman dan wanginya enak... . Dilain waktu akan pesan lagi... ","5"
"35207272553","1743476628","h*****m","Aroma:harum nyaa mevvah bangett. Durabilitas:tahann lamaa, aku semprot 2 kalii ajaa wangi nyaa awett. Tekstur:cair, ga lengket dan ga meninggalkan bekas noda coklat pada baju. . demii apapunn inii wangii banget bangett, ga salahh temenn akuu rekomendasiin inii buatt akuu. aku pesenn tanggal 28 maret alhamdulillah nya tanggal 1 april dah sampee, kirain bakalan lama sampe nyaa. makasiii ya kakak","5"
"4980250831","1622823337","b*****p","Kemasan:Mewah bangeeeeet. Wangi:Enaaaak. . Beliin senoparty buat calon suamik, ternyata wanginya dia bangeeet. Suka sama wanginya. Gapernah kebagian si senoparty ini, akhirnya sekarang kesampean beli😂. Thanks seller","5"
"7649128221","1646367046","fidlinauliar","Wangi:actually bukan tipe aku, krn aku blind buying pgn coba aja wkwk. Ketahanan:udah pake 2 jam di tangan tp masih jeder bgt nempel ga ilang2. Kemasan:aman, oke bgt. . masih adaptasi sm wanginya, sebenernya tuh enak bgt cuma emg strong bgt buat aku. masih aku tungguin jg sampe brp jam biar wanginya ga nyegrak gt","4"
"18390454464","1731574707","fz5q0jm1_i","Aroma:enak. Durabilitas:belom tau. Tekstur:cair. . Koleksi keenam ku dari onix secinta itu karna semua parfum nya ga pernah zonk dan gagal produk lokal yang keren banget kualitasnya ga kaleng2 menurutku pertahankan terus kualitasnya yaa onix","5"
"8633012456","1654854629","r*****0","Wangi:wangi banget,baru pertama nyoba tapi uda cocok bgt. Ketahanan:tahan lama wanginya,cocok buat anak muda. Kemasan:rapih banget,barang bagus pokoknya terbaik. . Next order,semoga cepet abis dan order lagi,nyesel ga sekalian fwb nyaa","5"
"15786371064","1720591011","mhmdfaisalpratama","Aroma:manis. Durabilitas:tahan 5 jam. Tekstur:cair. . selalu beli varian senoparty karena wangi nya udah melekat banget sama aku nya haha, thx onix udah nyiptain parfum yg aku banget, pengiriman juga cepat 3 hari nyampe padahal luar pulau 🫶🏻","5"
"17038171361","1728483018","azzmibaddali","Aroma:enak , manis , tapi ga bikin enek. Durabilitas:tahan lama , pertama nyoba di KKv eh ketagihan. Tekstur:cukup encer dan tidak panas. . Semoga awet dan tahan lama. Senoparty the best sih buat parfum pria Onix . Kena kringat makin seksi bau nya. Langganan kalau promo terus.","5"
"6130755142","1632900233","m*****a","Kemasan:packaging nya oke juga!. Ketahanan:lumayan lama ya kalo di kulit. Wangi:seger! . . thankyou! baru pertama kali beli product Onix, dan ternyata sangat memuaskaaaan. bakal repeat order sih ini","5"
"16528204462","1726027419","imasrahmaa08","Aroma:harum yang soft tpi ada sisi dimana dia ada tegasny gtu. Durabilitas:biasanya cocok di pake di ruangan yg dingin ber ac itu bisa sampe 2harian nempel di baju nya. Tekstur:cair. . Udah langganan bngt dan ga nyangka woww dapet harga murah 86ribu dari harga 200ribuan seblmny pernah beli di harga 160ribu terus iseng cekout dri riwayat pembelian dn dpet harga murah yah langsung gas 😍😍","5"
"9125308902","1659231690","e*****r","Tekstur:Smells goood. Performa:Semoga tahan lama sesuai claimnya yaaa. Cocok Untuk:Cocok untuk segala acara Santai or formal. Gass lah pake senopartey. Packing juga super aman.","5"
"5167841551","1624441541","sel.ak","Kemasan:bagus bgt kemasannyaaa!. Ketahanan:belum coba. Wangi:wangi bgt. . bangga bgt produk lokal udh banyak yg bagus2!🥺❤️ ini kayak dupenya victoria secret yg dream like an angel gileeee!!sukses terus min!","5"
"13766115660","1704365628","ariefrizky43","Wanginya oke lumayan tapi udah pasaran bau bau model baccarat gini tp lebih mending drpd punya roughneck","1"
"4164238918","1614356934","_hellothere25","Kemasan:kemasan premium bgt ya. Ketahanan:belum tau soalnya baru nyoba. Wangi:eh sumpah wanginya gila banget mirip baccarat. . Setelah nunggu sekian lama akhirnya kebeli juga dan ga sia-sia nunggu lama karena wanginya enak banget mo nangis 😭 Makasih kakak mimin yang baik hati, bulan depan siapin bundling fwb mexicola ya mau beli ❤️❤️❤️","5"
"16146386903","1723378504","s*****p","Aroma:kayak mirip bacarat. Durabilitas:4 s.d. 5 jam. Tekstur:cair dingin. . Terima kasih, sesuai pesanan, aroma cocok tapi mirip dengan merek lain, semoga makin banyak promo diskonnya","5"
